timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1667103383737,806,Request1-1,200,OK,Thread Group 1-7,text,true,,17465,119,10,10,https://www.google.com/,794,0,0
1667103383967,576,Request1-1,200,OK,Thread Group 1-8,text,true,,17439,119,10,10,https://www.google.com/,564,0,0
1667103383078,1652,Request1,200,OK,Thread Group 1-9,text,true,,18205,234,10,10,https://www.google.com/,811,0,0
1667103383078,811,Request1-0,301,Moved Permanently,Thread Group 1-9,text,true,,703,115,10,10,https://google.com/,811,0,0
1667103383889,841,Request1-1,200,OK,Thread Group 1-9,text,true,,17502,119,10,10,https://www.google.com/,823,0,0
1667103383262,1493,Request1,200,OK,Thread Group 1-6,text,true,,18177,234,10,10,https://www.google.com/,983,0,0
1667103383262,983,Request1-0,301,Moved Permanently,Thread Group 1-6,text,true,,703,115,10,10,https://google.com/,983,0,0
1667103384245,510,Request1-1,200,OK,Thread Group 1-6,text,true,,17474,119,10,10,https://www.google.com/,495,0,0
1667103383065,1709,Request1,200,OK,Thread Group 1-10,text,true,,18202,234,10,10,https://www.google.com/,1185,0,0
1667103383065,1185,Request1-0,301,Moved Permanently,Thread Group 1-10,text,true,,703,115,10,10,https://google.com/,1185,0,0
1667103384250,524,Request1-1,200,OK,Thread Group 1-10,text,true,,17499,119,10,10,https://www.google.com/,513,0,0
1667103383049,1790,Request1,200,OK,Thread Group 1-5,text,true,,18189,234,10,10,https://www.google.com/,1227,0,0
1667103383049,1227,Request1-0,301,Moved Permanently,Thread Group 1-5,text,true,,703,115,10,10,https://google.com/,1227,0,0
